c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
B,O,R,R,W,G,P,Y,G,a
O,G,Y,P,W,B,P,Y,R,a
B,P,R,Y,W,B,G,O,O,a
G,B,G,P,W,Y,Y,R,R,a
B,G,Y,R,W,O,P,R,Y,a
G,G,R,Y,W,P,P,Y,R,a
B,B,O,Y,W,P,Y,R,O,a
B,B,P,R,W,G,O,O,Y,a
B,P,O,R,W,B,P,Y,Y,a
B,B,R,Y,W,O,P,P,Y,a
B,G,P,R,W,O,Y,R,Y,a
B,O,Y,P,W,B,R,Y,G,a
G,B,Y,P,W,Y,R,O,P,a
G,G,Y,R,W,B,R,Y,P,a
B,O,R,O,W,B,R,Y,G,a
B,G,O,Y,W,P,Y,B,R,a
B,B,R,O,W,R,P,G,Y,a
P,B,Y,B,W,O,Y,O,P,a
G,B,Y,Y,W,P,P,R,R,a
B,B,P,O,W,Y,G,R,R,a
P,G,R,R,W,Y,P,G,Y,a
B,G,R,O,W,Y,B,R,O,a
O,G,R,R,W,Y,P,B,Y,a
B,P,O,Y,W,P,Y,B,O,a
G,G,R,Y,W,Y,R,P,P,a
B,O,G,R,W,Y,O,P,B,a
O,B,P,Y,W,P,R,G,Y,a
B,G,R,R,W,O,Y,Y,P,a
B,P,G,R,W,Y,P,O,Y,a
B,G,O,G,W,R,R,Y,B,a
B,G,O,P,W,R,Y,B,R,a
B,B,R,Y,W,O,G,P,O,a
B,B,P,O,W,R,O,G,Y,a
B,P,O,Y,W,B,O,Y,R,a
O,B,P,Y,W,B,R,P,Y,a
B,B,R,Y,W,R,G,G,O,a
B,P,R,Y,W,Y,P,O,G,a
O,G,Y,R,W,G,P,B,R,a
B,B,G,G,W,O,R,R,O,a
B,B,P,R,W,G,R,O,Y,a
B,O,P,R,W,Y,R,G,G,a
B,O,P,R,W,G,B,R,Y,a
B,G,Y,O,W,R,P,Y,R,a
B,O,O,Y,W,B,Y,P,P,a
B,P,R,R,W,B,G,O,Y,a
B,G,O,R,W,G,R,B,Y,a
B,G,P,Y,W,O,Y,R,P,a
G,P,R,Y,W,B,Y,O,P,a
B,P,G,Y,W,R,B,Y,O,a
G,B,Y,P,W,R,R,G,O,a
O,R,Y,Y,W,G,P,B,R,a
G,P,G,Y,W,Y,R,P,R,a
B,G,P,Y,W,R,Y,G,R,a
O,B,P,G,W,P,R,Y,Y,a
B,O,R,P,W,Y,P,Y,G,a
G,B,G,P,W,Y,R,O,R,a
G,B,Y,R,W,G,P,O,R,a
B,G,O,Y,W,B,G,R,R,a
B,O,O,R,W,G,P,B,Y,a
B,B,R,Y,W,G,O,R,G,a
G,B,Y,O,W,B,Y,P,R,a
B,B,R,P,W,Y,G,O,O,a
B,B,R,O,W,Y,P,Y,O,a
B,P,Y,Y,W,O,B,R,O,a
P,G,R,R,W,G,P,Y,Y,a
G,P,R,Y,W,G,Y,B,R,a
G,B,R,G,W,R,Y,P,O,a
B,B,Y,O,W,O,R,R,G,a
B,O,O,Y,W,G,P,B,R,a
O,B,P,Y,W,G,R,R,Y,a
B,P,P,Y,W,G,Y,R,O,a
B,P,Y,R,W,G,O,R,Y,a
B,G,O,P,W,B,Y,R,R,a
B,O,P,Y,W,B,Y,O,R,a
B,O,P,Y,W,B,R,O,Y,a
P,B,P,R,W,Y,R,G,Y,a
B,B,O,G,W,G,R,R,Y,a
B,G,Y,P,W,Y,R,R,P,a
O,B,Y,Y,W,P,P,G,R,a
B,O,G,P,W,R,R,Y,Y,a
G,R,R,Y,W,O,Y,B,P,a
B,P,Y,Y,W,O,P,B,R,a
B,B,Y,P,W,Y,O,O,P,a
G,R,Y,Y,W,P,P,B,R,a
O,G,P,P,W,R,Y,B,Y,a
B,B,O,R,W,G,Y,O,P,a
G,P,R,Y,W,B,R,P,Y,a
B,O,O,P,W,Y,P,Y,B,a
O,R,R,Y,W,B,Y,G,P,a
B,O,G,Y,W,B,P,R,R,a
B,R,Y,Y,W,P,O,B,P,a
G,G,P,Y,W,P,R,Y,R,a
P,B,R,G,W,B,R,O,Y,a
B,B,R,G,W,O,R,Y,G,a
B,P,B,Y,W,Y,O,P,O,a
B,O,Y,Y,W,R,O,B,P,a
B,O,R,Y,W,B,G,P,Y,a
P,G,Y,O,W,B,P,Y,R,a
B,B,P,R,W,O,P,Y,Y,a
B,B,R,P,W,R,Y,G,O,a
B,B,P,O,W,Y,R,G,O,a
B,O,Y,P,W,R,O,B,Y,a
B,G,R,Y,W,O,Y,R,P,a
B,B,R,Y,W,R,O,P,G,a
B,R,R,Y,W,P,G,O,G,a
O,R,P,Y,W,G,R,B,Y,a
B,O,R,P,W,Y,G,R,G,a
B,O,P,Y,W,B,O,P,Y,a
P,G,Y,G,W,R,Y,R,P,a
B,B,P,R,W,O,Y,G,O,a
G,B,P,R,W,O,Y,R,Y,a
G,B,R,R,W,Y,P,O,Y,a
B,B,O,P,W,O,G,R,Y,a
P,B,Y,O,W,G,Y,R,P,a
B,O,G,R,W,G,R,B,Y,a
B,B,R,R,W,G,P,O,Y,a
O,G,P,R,W,Y,Y,B,R,a
O,G,R,R,W,B,Y,G,P,a
B,G,O,O,W,R,B,Y,R,a
B,P,P,Y,W,Y,R,O,G,a
B,G,O,G,W,B,O,R,R,a
B,O,O,Y,W,B,R,P,G,a
G,B,Y,R,W,B,R,O,O,a
B,G,R,Y,W,P,Y,R,O,a
B,B,P,O,W,P,Y,Y,R,a
B,B,R,G,W,O,P,R,Y,a
B,G,P,Y,W,R,O,B,R,a
B,G,R,R,W,B,O,Y,P,a
B,P,G,Y,W,R,G,O,R,a
B,B,P,O,W,O,G,Y,R,a
O,B,P,O,W,Y,R,B,Y,a
G,B,R,O,W,B,R,G,Y,a
B,B,Y,O,W,R,G,P,O,a
B,B,G,Y,W,O,P,R,R,a
B,B,Y,P,W,O,G,R,O,a
B,P,G,R,W,O,P,Y,Y,a
O,B,Y,G,W,P,Y,R,P,a
B,B,Y,Y,W,O,P,O,P,a
O,G,R,P,W,B,Y,Y,P,a
G,B,Y,R,W,G,Y,R,P,a
B,G,R,O,W,Y,Y,R,P,a
B,B,P,Y,W,O,O,P,Y,a
B,B,R,Y,W,P,Y,O,O,a
B,B,O,G,W,P,O,R,Y,a
G,B,R,O,W,Y,R,Y,P,a
G,B,R,B,W,R,Y,O,G,a
B,P,O,R,W,G,B,Y,O,a
O,P,Y,R,W,B,Y,G,P,a
B,P,O,R,W,Y,R,G,G,a
B,G,Y,R,W,B,O,O,P,a
B,P,Y,R,W,P,G,Y,O,a
B,Y,P,Y,W,P,R,O,G,a
B,G,P,R,W,Y,G,O,R,a
B,G,P,R,W,O,R,Y,Y,a
B,P,G,P,W,R,O,Y,Y,a
B,B,G,Y,W,O,G,R,R,a
G,G,P,R,W,B,R,Y,Y,a
G,B,P,Y,W,Y,R,P,R,a
B,G,G,R,W,Y,O,B,R,a
B,R,P,Y,W,P,R,Y,G,a
B,P,G,R,W,Y,O,P,Y,a
B,P,R,Y,W,G,Y,R,O,a
G,P,Y,R,W,G,O,B,R,a
O,O,P,R,W,B,Y,B,Y,a
B,P,Y,Y,W,G,R,R,O,a
B,G,R,R,W,Y,Y,O,P,a
G,B,O,B,W,Y,R,P,R,a
G,B,Y,R,W,R,P,G,Y,a
G,G,Y,R,W,R,Y,P,P,a
P,B,R,O,W,G,P,Y,Y,a
B,B,Y,R,W,Y,O,P,G,a
B,Y,G,Y,W,P,R,R,G,a
B,P,Y,Y,W,R,O,G,R,a
B,P,Y,Y,W,B,R,O,O,a
B,B,O,G,W,G,R,R,O,a
B,G,P,Y,W,O,Y,B,R,a
B,P,O,Y,W,B,O,P,Y,a
B,B,P,Y,W,O,R,P,Y,a
P,G,Y,R,W,G,Y,R,P,a
B,G,G,R,W,O,P,R,Y,a
B,B,Y,O,W,O,P,R,G,a
P,B,Y,G,W,Y,R,R,P,a
B,O,O,P,W,Y,B,Y,R,a
B,B,P,G,W,O,O,R,Y,a
B,B,G,Y,W,R,O,P,Y,a
B,B,Y,O,W,R,O,P,Y,a
B,G,Y,R,W,Y,R,O,P,a
G,P,R,Y,W,G,R,Y,P,a
G,B,R,O,W,O,P,B,Y,a
G,G,R,P,W,Y,R,B,O,a
G,P,Y,R,W,Y,R,G,P,a
B,R,P,R,W,G,Y,O,G,a
O,B,Y,Y,W,B,P,P,R,a
B,O,R,O,W,B,Y,R,G,a
P,P,R,R,W,B,Y,G,Y,a
B,B,P,O,W,R,Y,P,Y,a
B,G,G,Y,W,R,R,P,Y,a
B,G,P,O,W,Y,Y,R,P,a
G,B,Y,R,W,G,R,O,P,a
B,B,Y,O,W,G,P,R,O,a
B,G,Y,O,W,R,R,B,P,a
G,G,Y,Y,W,P,R,R,P,a
B,B,O,Y,W,P,O,P,Y,a
B,G,R,G,W,B,Y,R,O,a
B,B,P,O,W,O,Y,Y,P,a
B,O,G,R,W,Y,R,B,P,a
B,O,R,Y,W,B,G,P,O,a
P,B,R,O,W,B,Y,P,Y,a
B,P,O,Y,W,G,P,Y,R,a
B,B,G,R,W,P,Y,O,O,a
B,R,Y,Y,W,P,P,G,O,a
O,B,Y,R,W,B,Y,G,P,a
G,R,P,Y,W,P,R,B,Y,a
B,P,Y,Y,W,B,O,P,O,a
G,G,Y,P,W,Y,R,B,R,a
B,B,Y,P,W,Y,P,R,O,a
O,B,Y,O,W,Y,P,B,R,a
B,P,G,P,W,Y,Y,R,O,a
B,O,G,P,W,B,Y,R,O,a
B,R,P,Y,W,P,Y,R,G,a
B,G,Y,O,W,B,R,R,P,a
B,B,O,G,W,O,P,Y,R,a
B,G,R,P,W,B,O,Y,Y,a
B,G,O,R,W,Y,R,B,P,a
B,O,R,R,W,G,Y,Y,P,a
G,B,R,P,W,B,R,Y,O,a
B,O,O,R,W,Y,Y,P,B,a
G,B,O,P,W,R,R,G,Y,a
B,P,R,Y,W,R,O,G,Y,a
B,O,Y,Y,W,R,G,P,P,a
B,G,O,R,W,P,Y,Y,R,a
B,O,R,R,W,O,G,B,G,a
B,G,R,Y,W,B,O,O,R,a
B,G,O,R,W,Y,P,B,Y,a
B,P,O,R,W,G,R,Y,G,a
B,B,R,R,W,O,G,O,G,a
B,O,O,R,W,Y,B,P,G,a
G,B,R,G,W,O,R,B,Y,a
B,B,O,P,W,O,R,Y,G,a
P,B,Y,O,W,G,Y,B,R,a
B,G,R,Y,W,Y,O,P,R,a
B,R,P,Y,W,Y,G,P,R,a
B,B,P,Y,W,R,O,P,Y,a
B,G,Y,R,W,Y,R,P,G,a
B,B,R,R,W,G,O,P,Y,a
B,B,R,P,W,G,O,Y,Y,a
G,G,R,P,W,B,O,Y,R,a
B,B,G,O,W,R,Y,Y,P,a
B,B,Y,R,W,G,R,O,O,a
B,G,O,Y,W,O,P,R,B,a
B,B,G,R,W,O,Y,G,R,a
B,B,R,O,W,Y,G,O,R,a
P,G,P,O,W,R,Y,B,Y,a
B,R,Y,Y,W,G,R,P,P,a
G,O,Y,Y,W,B,P,P,R,a
G,O,O,P,W,B,R,B,Y,a
B,P,O,R,W,G,Y,Y,P,a
G,B,R,R,W,O,Y,B,O,a
B,P,G,Y,W,Y,R,P,O,a
G,P,R,Y,W,O,P,B,Y,a
B,P,R,P,W,Y,Y,B,O,a
B,B,Y,R,W,O,R,P,G,a
B,O,P,R,W,Y,Y,G,P,a
B,G,O,O,W,R,R,B,G,a
B,B,G,O,W,O,R,R,G,a
B,B,R,G,W,R,O,Y,P,a
B,B,Y,Y,W,P,O,O,P,a
B,O,P,R,W,B,G,Y,Y,a
G,B,O,Y,W,P,R,B,R,a
B,G,Y,Y,W,R,R,O,P,a
G,P,R,R,W,G,Y,Y,P,a
B,P,G,R,W,G,O,Y,R,a
B,P,R,R,W,Y,G,G,Y,a
B,O,G,Y,W,R,G,B,R,a
B,G,O,R,W,R,P,G,Y,a
P,O,Y,P,W,B,R,B,Y,a
B,O,Y,Y,W,P,O,R,B,a
G,B,O,Y,W,O,R,B,R,a
B,B,Y,G,W,R,O,P,R,a
B,G,Y,Y,W,G,P,R,R,a
B,G,G,Y,W,R,R,P,O,a
B,O,Y,Y,W,G,P,R,P,a
B,B,Y,P,W,Y,R,O,G,a
B,G,G,Y,W,P,Y,R,R,a
G,P,R,Y,W,P,R,Y,G,a
B,B,R,Y,W,O,G,R,P,a
B,G,G,Y,W,R,B,O,R,a
B,G,P,Y,W,Y,O,P,R,a
B,B,R,R,W,O,Y,G,O,a
B,B,Y,R,W,Y,O,O,P,a
B,G,G,Y,W,R,R,O,B,a
B,B,G,Y,W,P,O,R,Y,a
B,B,Y,P,W,P,R,Y,O,a
B,G,B,G,W,R,O,Y,R,a
B,G,B,O,W,R,G,R,O,a
B,G,R,Y,W,R,Y,G,P,a
B,G,O,P,W,B,Y,R,O,a
B,O,R,R,W,Y,P,B,G,a
B,O,G,Y,W,B,G,R,R,a
B,B,P,O,W,Y,O,R,Y,a
G,G,R,R,W,P,O,B,Y,a
G,O,P,P,W,Y,R,B,Y,a
G,O,R,Y,W,Y,P,B,R,a
G,P,O,P,W,Y,Y,B,R,a
B,G,O,Y,W,R,B,G,R,a
B,O,G,Y,W,B,R,O,P,a
O,B,R,O,W,G,P,B,Y,a
B,B,Y,R,W,O,G,O,P,a
B,B,O,P,W,G,Y,R,O,a
B,B,Y,G,W,Y,R,P,O,a
B,O,R,R,W,B,Y,O,G,a
B,G,R,R,W,G,O,Y,P,a
B,O,Y,R,W,B,P,G,R,a
B,G,G,Y,W,Y,R,R,P,a
B,O,Y,P,W,B,P,Y,O,a
B,O,O,R,W,Y,G,P,B,a
P,B,P,O,W,Y,Y,G,R,a
B,P,G,Y,W,O,R,R,G,a
O,G,P,R,W,Y,R,B,Y,a
B,O,R,Y,W,Y,G,P,B,a
G,B,Y,O,W,P,Y,R,P,a
B,G,O,R,W,R,B,O,Y,a
B,O,P,O,W,B,Y,R,Y,a
B,B,Y,P,W,R,O,O,G,a
B,B,O,O,W,P,Y,R,Y,a
B,B,Y,R,W,R,O,G,O,a
B,B,R,P,W,Y,O,R,G,a
B,G,Y,P,W,R,O,B,R,a
G,B,R,P,W,Y,P,R,Y,a
B,O,G,O,W,R,R,B,G,a
G,B,P,P,W,R,R,Y,Y,a
B,B,O,G,W,O,Y,R,P,a
B,B,Y,R,W,O,O,G,P,a
P,B,Y,O,W,O,P,B,Y,a
B,R,R,Y,W,Y,G,P,G,a
G,B,R,G,W,O,R,B,O,a
B,G,O,Y,W,O,B,R,R,a
B,P,P,R,W,O,B,Y,Y,a
O,B,P,B,W,G,R,O,Y,a
G,B,R,G,W,B,O,R,Y,a
B,O,P,Y,W,R,G,G,R,a
G,B,O,R,W,B,R,O,Y,a
B,B,O,R,W,P,Y,O,G,a
O,B,R,Y,W,G,P,P,Y,a
B,P,R,Y,W,O,O,B,Y,a
B,P,B,Y,W,Y,O,R,P,a
G,B,Y,R,W,P,Y,G,R,a
B,B,R,P,W,G,O,Y,O,a
G,G,Y,P,W,R,O,B,R,a
B,G,B,O,W,R,O,R,Y,a
B,P,O,R,W,Y,P,G,Y,a
B,G,Y,R,W,P,R,Y,O,a
B,G,B,G,W,Y,R,R,O,a
B,B,P,O,W,R,R,Y,G,a
B,O,P,R,W,P,B,Y,Y,a
G,G,R,O,W,B,O,B,R,a
G,B,O,B,W,R,Y,O,R,a
P,B,Y,G,W,B,R,O,Y,a
O,O,Y,R,W,B,P,B,Y,a
G,G,Y,Y,W,B,P,R,R,a
B,O,G,O,W,B,R,R,G,a
B,P,Y,Y,W,P,O,B,R,a
G,B,Y,O,W,O,P,B,R,a
G,P,R,Y,W,B,Y,G,R,a
B,P,O,Y,W,B,Y,R,O,a
G,B,Y,O,W,B,R,P,Y,a
G,B,G,O,W,R,R,B,Y,a
B,G,Y,O,W,R,R,Y,P,a
B,B,G,G,W,O,O,R,R,a
B,B,O,P,W,Y,R,O,G,a
B,B,G,R,W,Y,R,O,O,a
G,B,Y,G,W,Y,P,R,R,a
B,O,P,R,W,G,R,Y,G,a
B,P,R,R,W,Y,G,G,O,a
B,B,O,R,W,R,O,G,Y,a
G,G,Y,P,W,B,O,R,R,a
B,P,P,Y,W,O,G,Y,R,a
G,P,P,Y,W,G,R,R,Y,a
B,G,Y,R,W,R,G,Y,P,a
O,B,Y,Y,W,G,R,R,P,a
B,P,O,Y,W,O,B,Y,R,a
B,B,R,R,W,P,Y,G,O,a
O,B,R,Y,W,P,Y,B,P,a
B,B,R,Y,W,O,G,G,R,a
B,B,O,P,W,P,Y,Y,R,a
B,G,B,R,W,Y,R,G,O,a
B,B,Y,G,W,R,P,O,O,a
P,B,R,B,W,O,Y,P,Y,a
B,O,R,Y,W,P,G,Y,P,a
B,R,O,Y,W,G,G,B,R,a
B,P,B,R,W,Y,G,O,O,a
B,O,P,Y,W,O,G,B,R,a
B,O,G,R,W,P,G,Y,R,a
B,B,R,P,W,R,G,Y,O,a
B,B,P,R,W,Y,R,O,G,a
B,G,O,R,W,R,Y,O,B,a
B,B,Y,O,W,R,P,G,O,a
B,O,P,Y,W,P,Y,R,G,a
P,B,Y,G,W,O,R,B,R,a
G,B,Y,Y,W,P,P,O,R,a
O,O,R,Y,W,B,P,B,Y,a
B,B,P,O,W,Y,G,O,R,a
B,G,O,R,W,B,O,Y,R,a
B,P,P,Y,W,O,B,Y,O,a
B,B,G,Y,W,O,P,O,R,a
B,O,G,R,W,O,P,B,Y,a
B,G,P,R,W,O,O,Y,B,a
B,R,P,Y,W,O,Y,B,G,a
G,B,R,O,W,R,O,B,Y,a
B,P,R,R,W,B,G,Y,O,a
G,B,R,G,W,P,R,Y,O,a
B,O,G,Y,W,R,Y,B,P,a
B,G,R,Y,W,Y,R,P,G,a
O,B,Y,G,W,Y,R,P,P,a
G,G,P,Y,W,B,R,O,R,a
B,P,R,R,W,Y,O,G,Y,a
B,O,Y,R,W,B,O,G,P,a
O,B,R,R,W,Y,Y,G,P,a
B,B,P,R,W,O,Y,Y,P,a
B,B,P,O,W,Y,O,G,R,a
B,B,O,Y,W,O,R,P,Y,a
P,G,P,R,W,R,Y,G,Y,a
B,O,G,R,W,P,B,Y,O,a
B,O,O,P,W,R,B,Y,G,a
B,O,P,R,W,P,Y,Y,B,a
B,P,Y,R,W,O,P,Y,G,a
B,B,Y,O,W,P,O,Y,R,a
B,O,P,R,W,G,Y,R,G,a
B,P,R,Y,W,Y,R,O,G,a
B,O,O,Y,W,Y,R,P,B,a
B,P,B,R,W,Y,O,O,Y,a
B,G,R,Y,W,R,G,O,P,a
B,O,G,P,W,Y,R,Y,B,a
G,B,Y,P,W,O,R,B,Y,a
G,R,Y,R,W,B,Y,O,P,a
B,B,O,P,W,O,P,Y,Y,a
G,G,Y,R,W,P,O,B,R,a
B,R,P,R,W,G,Y,Y,G,a
B,O,R,Y,W,B,G,R,P,a
B,O,G,Y,W,B,Y,R,P,a
B,B,P,Y,W,Y,R,O,O,a
G,G,R,R,W,P,Y,Y,P,a
B,P,O,Y,W,R,G,R,B,a
G,B,G,O,W,R,R,P,Y,a
P,G,Y,R,W,G,P,R,Y,a
B,B,Y,O,W,O,G,R,R,a
G,B,Y,R,W,G,R,Y,P,a
G,B,O,P,W,Y,Y,P,R,a
B,B,Y,Y,W,G,R,P,O,a
P,B,R,P,W,Y,Y,G,R,a
B,O,P,P,W,Y,G,R,Y,a
P,B,R,P,W,Y,R,G,Y,a
B,O,O,R,W,Y,Y,B,P,a
G,B,Y,R,W,O,P,B,Y,a
B,G,R,R,W,O,O,Y,B,a
O,B,Y,O,W,B,Y,R,P,a
G,Y,R,Y,W,B,R,P,P,a
B,G,R,R,W,Y,O,G,P,a
B,O,R,Y,W,B,P,G,O,a
O,G,R,O,W,B,Y,B,P,a
B,B,R,Y,W,G,R,O,G,a
B,O,Y,R,W,Y,P,B,G,a
G,O,R,R,W,G,Y,B,P,a
G,O,P,R,W,B,Y,Y,R,a
O,G,P,O,W,B,R,B,Y,a
B,O,R,Y,W,B,O,R,G,a
O,B,P,P,W,B,Y,O,Y,a
B,G,O,R,W,G,O,B,R,a
B,O,O,P,W,Y,G,B,R,a
B,G,G,R,W,Y,P,Y,R,a
B,Y,O,Y,W,B,R,P,P,a
B,B,Y,P,W,O,R,Y,O,a
O,G,R,Y,W,B,P,P,Y,a
B,B,G,O,W,R,Y,R,O,a
B,B,R,G,W,O,G,Y,R,a
B,P,P,R,W,Y,O,G,Y,a
B,B,R,R,W,G,O,O,G,a
B,G,P,Y,W,O,R,B,Y,a
B,P,Y,R,W,B,G,O,O,a
G,P,O,R,W,G,R,B,Y,a
B,B,O,R,W,Y,P,O,Y,a
B,O,G,Y,W,R,B,P,O,a
B,B,Y,R,W,O,Y,P,P,a
P,B,R,O,W,G,Y,B,Y,a
B,P,P,R,W,Y,Y,R,G,a
B,O,Y,P,W,Y,O,B,R,a
B,G,Y,R,W,B,R,O,G,a
B,B,P,O,W,R,Y,G,R,a
G,Y,P,Y,W,B,R,O,R,a
B,P,G,R,W,Y,Y,P,R,a
B,G,R,Y,W,P,Y,B,O,a
G,P,R,R,W,P,Y,Y,G,a
B,P,O,R,W,G,Y,R,Y,a
B,B,O,R,W,G,O,P,Y,a
B,P,O,R,W,G,O,B,Y,a
B,B,Y,G,W,G,R,R,O,a
B,G,Y,R,W,O,P,R,B,a
B,B,R,R,W,P,G,Y,O,a
B,P,O,R,W,P,B,Y,Y,a
B,G,P,R,W,R,Y,O,G,a
B,B,Y,P,W,Y,O,G,R,a
B,B,O,Y,W,G,R,O,P,a
G,B,G,P,W,R,Y,O,R,a
G,B,R,R,W,B,O,O,Y,a
B,R,P,Y,W,G,Y,P,O,a
B,P,Y,R,W,G,P,R,Y,a
G,B,R,P,W,Y,R,O,G,a
B,G,P,P,W,R,Y,Y,R,a
B,B,P,O,W,P,O,Y,Y,a
B,P,O,Y,W,B,Y,O,R,a
B,P,P,R,W,Y,R,G,Y,a
B,G,O,R,W,Y,P,P,Y,a
B,P,G,Y,W,Y,R,R,P,a
B,B,R,Y,W,P,Y,P,O,a
G,B,Y,O,W,P,P,Y,R,a
B,O,G,Y,W,G,P,R,R,a
B,B,R,Y,W,P,O,R,G,a
O,G,P,Y,W,B,Y,P,R,a
B,P,G,Y,W,R,O,R,B,a
B,P,G,R,W,R,P,Y,Y,a
B,B,Y,G,W,R,O,P,O,a
B,B,O,R,W,G,R,P,Y,a
G,B,R,G,W,R,O,B,Y,a
B,P,R,Y,W,G,Y,B,O,a
B,G,O,O,W,R,G,B,R,a
B,B,G,O,W,O,G,R,R,a
G,B,Y,Y,W,O,R,P,P,a
G,P,R,R,W,Y,P,B,Y,a
B,G,P,G,W,Y,R,R,Y,a
G,B,Y,P,W,P,R,Y,O,a
G,G,R,O,W,Y,R,B,P,a
B,O,P,O,W,Y,R,B,G,a
B,G,G,R,W,P,R,Y,O,a
O,B,P,G,W,G,R,R,Y,a
B,B,G,Y,W,O,O,P,R,a
G,B,O,G,W,O,R,B,R,a
B,B,Y,P,W,Y,G,R,O,a
G,G,P,Y,W,Y,R,P,R,a
B,B,Y,O,W,R,Y,P,O,a
B,P,O,Y,W,Y,P,B,R,a
G,B,R,O,W,B,R,Y,P,a
B,G,P,Y,W,R,Y,R,G,a
G,B,R,Y,W,B,R,O,O,a
B,P,Y,Y,W,O,O,B,R,a
B,B,R,G,W,P,Y,R,O,a
G,B,Y,P,W,O,R,B,O,a
G,P,R,Y,W,P,G,Y,R,a
B,G,O,G,W,R,R,Y,P,a
B,R,R,Y,W,G,P,G,Y,a
P,B,Y,O,W,G,R,B,Y,a
B,O,G,Y,W,R,G,P,R,a
G,B,O,Y,W,P,R,Y,R,a
G,B,G,O,W,P,Y,R,R,a
G,B,Y,R,W,P,G,O,R,a
G,O,Y,R,W,B,R,Y,P,a
B,O,Y,R,W,B,G,P,O,a
G,O,R,Y,W,B,P,B,R,a
G,B,Y,Y,W,R,O,P,R,a
G,B,P,Y,W,G,R,O,R,a
B,P,Y,R,W,Y,P,O,G,a
O,G,R,R,W,G,Y,B,P,a
O,B,R,P,W,Y,P,B,Y,a
G,B,Y,R,W,P,R,Y,G,a
B,B,R,Y,W,P,O,Y,P,a
O,G,Y,R,W,B,R,G,P,a
B,O,G,O,W,B,P,Y,R,a
B,P,G,Y,W,B,Y,R,O,a
B,B,Y,Y,W,R,P,G,O,a
B,R,G,R,W,P,O,G,Y,a
B,P,P,Y,W,R,G,R,Y,a
G,B,R,P,W,O,P,Y,Y,a
B,B,G,O,W,Y,R,R,G,a
B,O,R,R,W,P,G,Y,G,a
O,R,Y,Y,W,B,R,G,P,a
B,O,R,Y,W,R,O,B,G,a
B,G,P,Y,W,O,R,B,O,a
B,B,O,P,W,G,O,Y,R,a
B,G,P,Y,W,B,O,R,Y,a
G,G,Y,R,W,O,R,B,P,a
B,B,G,G,W,R,R,Y,O,a
G,O,Y,R,W,R,Y,B,P,a
B,B,Y,P,W,Y,P,O,O,a
