c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
O,G,P,O,W,B,Y,B,R,a
O,B,Y,O,W,Y,R,B,P,a
G,B,R,R,W,Y,O,P,Y,a
B,P,P,Y,W,O,G,R,Y,a
G,R,P,R,W,G,Y,B,Y,a
B,G,P,P,W,Y,R,Y,O,a
B,B,O,G,W,Y,Y,R,P,a
B,B,Y,R,W,R,O,O,G,a
B,B,Y,R,W,Y,O,G,P,a
G,B,Y,R,W,G,R,B,O,a
G,G,Y,P,W,R,Y,R,P,a
G,B,R,B,W,O,Y,G,R,a
B,B,P,Y,W,R,O,O,Y,a
G,O,P,R,W,G,Y,B,R,a
B,B,G,O,W,R,Y,O,P,a
G,B,O,G,W,R,Y,B,R,a
B,G,Y,Y,W,R,P,O,P,a
B,P,O,Y,W,O,B,R,Y,a
B,B,O,Y,W,O,Y,P,P,a
G,B,P,R,W,P,Y,O,Y,a
B,G,R,O,W,R,O,Y,B,a
B,B,R,O,W,O,Y,Y,P,a
B,O,P,Y,W,R,G,P,Y,a
G,B,Y,R,W,G,O,P,R,a
B,R,Y,Y,W,G,R,O,P,a
G,B,Y,O,W,P,G,R,R,a
B,G,G,O,W,Y,P,R,R,a
G,B,Y,R,W,P,O,Y,R,a
B,B,O,G,W,Y,P,O,R,a
B,G,P,Y,W,R,G,O,R,a
P,B,Y,G,W,G,Y,R,R,a
P,B,P,G,W,Y,R,O,Y,a
G,B,R,P,W,Y,O,R,Y,a
B,O,R,R,W,B,Y,G,G,a
B,B,Y,R,W,O,R,O,G,a
B,B,G,O,W,Y,R,G,R,a
B,B,G,R,W,O,Y,P,O,a
P,G,R,R,W,G,Y,B,Y,a
B,R,R,Y,W,P,Y,O,G,a
B,G,Y,R,W,R,B,O,O,a
O,G,Y,R,W,R,P,B,Y,a
B,P,O,P,W,R,Y,Y,B,a
B,R,P,R,W,P,Y,G,Y,a
O,B,P,B,W,O,Y,R,Y,a
B,R,O,Y,W,P,G,G,R,a
B,R,O,R,W,O,Y,B,G,a
B,O,G,R,W,O,R,B,G,a
B,O,B,R,W,Y,P,G,O,a
B,B,Y,P,W,Y,O,P,R,a
B,O,Y,Y,W,R,R,P,G,a
G,B,Y,R,W,B,O,G,R,a
B,Y,O,Y,W,P,P,G,R,a
B,O,P,P,W,Y,B,Y,O,a
B,B,P,Y,W,G,O,R,Y,a
B,O,B,Y,W,Y,G,P,R,a
B,R,Y,Y,W,G,G,P,R,a
B,G,O,O,W,Y,R,B,R,a
G,B,R,Y,W,R,P,P,Y,a
O,G,P,Y,W,R,Y,B,R,a
G,B,Y,P,W,B,O,O,R,a
B,O,Y,P,W,R,P,Y,B,a
B,O,B,R,W,R,P,G,Y,a
B,B,R,G,W,Y,P,O,O,a
B,O,P,P,W,R,B,Y,Y,a
B,R,O,R,W,B,Y,G,G,a
O,G,R,G,W,B,Y,R,P,a
B,B,R,R,W,P,Y,O,G,a
B,O,O,Y,W,P,B,Y,P,a
B,O,R,Y,W,G,B,R,G,a
B,G,R,P,W,Y,O,Y,B,a
B,P,O,Y,W,G,Y,B,R,a
B,G,B,Y,W,Y,O,R,P,a
B,O,R,R,W,G,G,B,Y,a
G,B,P,O,W,G,R,Y,R,a
P,B,Y,Y,W,O,P,G,R,a
B,G,G,O,W,R,R,Y,B,a
G,P,Y,R,W,B,R,Y,O,a
B,R,P,R,W,G,P,Y,Y,a
G,B,P,Y,W,O,Y,P,R,a
B,G,O,R,W,P,Y,B,R,a
P,B,Y,O,W,P,Y,B,R,a
B,P,Y,R,W,B,P,Y,O,a
B,P,G,Y,W,O,P,Y,R,a
B,B,G,R,W,O,R,G,Y,a
G,B,Y,Y,W,P,R,O,P,a
B,B,Y,R,W,P,P,Y,O,a
B,G,Y,R,W,P,P,Y,O,a
B,B,R,R,W,O,O,G,G,a
B,B,R,G,W,R,O,G,O,a
G,B,O,G,W,R,R,P,Y,a
G,B,R,O,W,P,Y,B,Y,a
B,B,Y,R,W,O,R,G,P,a
B,P,B,R,W,Y,P,Y,O,a
B,G,G,R,W,Y,P,R,Y,a
B,B,O,P,W,Y,P,O,Y,a
B,P,Y,Y,W,B,O,R,G,a
B,B,Y,R,W,P,O,G,R,a
B,G,P,R,W,B,Y,O,R,a
B,B,R,O,W,Y,O,G,R,a
O,B,Y,G,W,B,P,O,R,a
B,O,Y,P,W,B,Y,R,O,a
B,B,R,Y,W,Y,O,P,O,a
B,G,P,R,W,R,Y,Y,P,a
B,P,O,Y,W,G,R,R,Y,a
G,B,Y,P,W,Y,R,P,O,a
O,B,P,R,W,Y,Y,G,R,a
B,P,B,P,W,Y,O,Y,O,a
G,P,P,Y,W,B,Y,O,R,a
G,P,P,Y,W,B,R,O,Y,a
O,B,Y,G,W,Y,P,P,R,a
O,B,P,O,W,B,Y,R,Y,a
P,B,Y,G,W,O,P,Y,R,a
B,G,B,O,W,Y,O,R,P,a
B,O,R,R,W,Y,Y,G,P,a
O,B,P,P,W,G,Y,Y,R,a
B,B,Y,G,W,O,O,R,P,a
B,P,P,Y,W,O,Y,B,R,a
B,B,Y,Y,W,P,O,P,R,a
G,P,R,Y,W,R,P,G,Y,a
P,G,Y,R,W,G,Y,B,R,a
G,G,Y,P,W,R,Y,B,R,a
G,B,R,G,W,P,Y,R,Y,a
O,B,P,B,W,P,Y,Y,R,a
B,B,P,O,W,Y,R,Y,O,a
B,P,G,Y,W,O,G,R,R,a
B,O,P,R,W,B,G,O,Y,a
P,B,Y,G,W,O,Y,R,P,a
B,P,P,Y,W,R,Y,R,G,a
B,G,O,R,W,Y,R,P,G,a
B,B,R,O,W,P,G,Y,O,a
B,G,Y,R,W,R,G,O,P,a
B,O,G,R,W,P,R,Y,G,a
B,O,R,Y,W,P,Y,B,P,a
O,G,Y,R,W,B,Y,P,P,a
B,B,Y,R,W,P,Y,O,P,a
B,P,R,R,W,G,Y,Y,G,a
B,G,G,R,W,R,B,O,O,a
B,B,G,P,W,O,R,Y,Y,a
B,P,G,Y,W,Y,R,R,G,a
B,O,G,R,W,P,Y,B,R,a
B,B,P,P,W,Y,Y,O,O,a
G,G,Y,Y,W,P,R,B,R,a
B,G,O,Y,W,B,Y,R,P,a
B,Y,G,Y,W,G,R,P,R,a
O,B,P,R,W,B,Y,O,Y,a
B,O,O,R,W,Y,G,B,R,a
B,O,G,R,W,B,R,G,Y,a
B,B,G,R,W,R,O,G,Y,a
B,B,Y,G,W,O,R,R,P,a
B,B,O,R,W,Y,G,P,R,a
B,B,R,P,W,R,G,O,Y,a
B,B,Y,G,W,P,O,R,R,a
B,P,G,Y,W,G,R,R,Y,a
B,G,Y,Y,W,B,P,O,R,a
B,B,Y,O,W,R,O,R,G,a
B,B,R,R,W,O,Y,O,G,a
G,P,R,R,W,B,O,G,Y,a
B,G,Y,R,W,P,O,B,O,a
B,B,G,G,W,R,Y,R,O,a
B,P,R,Y,W,B,O,Y,P,a
B,P,G,Y,W,B,R,O,Y,a
G,B,G,O,W,R,Y,P,R,a
G,B,R,B,W,G,R,O,Y,a
G,B,R,Y,W,P,O,B,R,a
B,O,O,Y,W,Y,P,P,B,a
G,G,P,Y,W,R,Y,B,R,a
B,B,R,G,W,Y,G,R,O,a
B,P,O,R,W,G,R,B,Y,a
B,B,Y,R,W,G,O,R,G,a
B,P,R,Y,W,O,G,Y,R,a
G,G,R,Y,W,B,Y,R,P,a
B,G,Y,R,W,B,P,O,R,a
B,O,P,Y,W,G,R,B,Y,a
B,G,O,R,W,Y,P,R,B,a
G,B,Y,O,W,P,R,B,R,a
G,B,Y,B,W,O,Y,P,R,a
B,G,P,Y,W,P,R,Y,O,a
B,O,P,R,W,G,O,B,Y,a
B,B,G,R,W,O,R,G,O,a
B,B,R,P,W,G,Y,R,O,a
B,B,O,Y,W,R,G,O,R,a
B,B,P,O,W,Y,Y,R,O,a
B,G,R,Y,W,P,R,Y,O,a
G,B,R,O,W,P,Y,B,O,a
B,G,O,Y,W,B,R,O,P,a
B,P,G,Y,W,O,B,Y,R,a
B,O,G,Y,W,R,R,P,G,a
B,G,Y,P,W,R,G,Y,R,a
B,P,O,Y,W,P,Y,R,G,a
G,B,R,O,W,B,O,R,Y,a
O,B,P,R,W,G,Y,B,Y,a
B,G,Y,R,W,P,R,B,O,a
B,O,Y,R,W,O,P,B,G,a
B,G,R,O,W,Y,R,B,O,a
B,G,P,R,W,Y,O,G,R,a
G,G,P,Y,W,B,Y,R,R,a
G,P,Y,R,W,G,P,R,Y,a
B,O,B,P,W,Y,R,Y,O,a
G,G,Y,R,W,P,Y,R,P,a
B,G,R,O,W,Y,P,B,Y,a
B,O,Y,P,W,Y,R,B,G,a
B,O,B,R,W,Y,O,P,G,a
B,G,P,O,W,B,O,Y,R,a
B,G,R,Y,W,B,G,O,R,a
B,P,B,Y,W,Y,O,O,R,a
G,B,R,Y,W,P,R,G,Y,a
B,B,Y,P,W,O,P,Y,O,a
B,P,O,Y,W,B,Y,G,R,a
B,O,Y,Y,W,B,G,P,R,a
B,B,R,P,W,Y,O,Y,P,a
B,P,G,Y,W,R,Y,O,P,a
P,B,R,G,W,O,Y,Y,P,a
B,P,Y,R,W,P,O,Y,G,a
B,O,G,P,W,R,Y,B,O,a
G,Y,R,Y,W,B,R,O,P,a
B,P,O,Y,W,Y,O,B,R,a
P,G,R,R,W,B,Y,G,Y,a
G,B,P,O,W,G,Y,R,R,a
G,B,R,G,W,P,Y,R,O,a
B,G,P,R,W,Y,O,Y,B,a
B,P,O,Y,W,B,R,Y,O,a
B,G,B,R,W,Y,O,O,P,a
B,G,O,Y,W,R,Y,P,R,a
G,B,R,R,W,P,Y,Y,O,a
B,R,G,Y,W,P,R,G,O,a
G,R,P,Y,W,B,R,O,Y,a
B,Y,O,Y,W,B,R,O,P,a
B,O,Y,P,W,B,R,Y,O,a
G,G,Y,P,W,R,R,Y,P,a
B,G,P,R,W,Y,Y,O,P,a
B,B,Y,R,W,O,Y,O,P,a
B,G,P,O,W,Y,R,B,O,a
B,B,G,P,W,O,R,Y,O,a
P,P,R,R,W,G,Y,B,Y,a
B,G,G,R,W,O,O,R,B,a
P,B,R,G,W,P,Y,R,Y,a
B,B,G,O,W,P,Y,R,R,a
B,R,O,Y,W,P,R,G,G,a
B,G,O,G,W,R,P,Y,R,a
B,R,R,Y,W,P,O,G,G,a
P,B,Y,G,W,Y,P,O,R,a
O,O,R,Y,W,B,Y,B,P,a
B,O,P,Y,W,P,O,B,Y,a
B,B,O,Y,W,R,Y,O,P,a
B,B,R,P,W,R,O,G,Y,a
B,G,G,R,W,Y,R,Y,P,a
B,G,R,R,W,Y,Y,P,O,a
B,P,O,Y,W,O,P,B,Y,a
B,O,O,Y,W,Y,B,P,R,a
B,G,Y,P,W,Y,R,B,O,a
B,P,G,Y,W,G,R,R,O,a
B,B,Y,R,W,Y,P,O,O,a
B,B,O,R,W,O,Y,P,G,a
B,O,R,Y,W,R,G,B,G,a
B,P,O,R,W,Y,R,G,Y,a
B,B,O,Y,W,O,R,G,P,a
B,G,Y,P,W,R,P,R,Y,a
B,P,G,Y,W,B,R,O,O,a
O,G,Y,R,W,B,P,G,R,a
G,B,R,B,W,G,R,O,O,a
B,B,P,G,W,O,Y,Y,R,a
B,P,G,Y,W,O,Y,R,P,a
B,B,R,G,W,Y,Y,O,P,a
P,B,Y,O,W,B,Y,G,R,a
P,B,Y,O,W,B,R,G,Y,a
G,B,R,R,W,O,Y,G,P,a
B,O,Y,R,W,B,R,G,G,a
G,B,Y,O,W,P,Y,B,R,a
O,G,Y,Y,W,B,R,P,P,a
B,B,O,Y,W,G,Y,R,P,a
G,G,Y,P,W,R,P,R,Y,a
B,B,R,Y,W,O,Y,G,P,a
G,B,O,G,W,R,Y,P,R,a
G,B,Y,P,W,G,R,R,O,a
B,G,P,Y,W,R,O,B,Y,a
B,O,P,Y,W,O,Y,B,P,a
B,G,P,Y,W,R,G,Y,R,a
B,B,R,Y,W,P,O,G,Y,a
B,G,R,R,W,P,Y,Y,O,a
G,G,O,R,W,P,Y,B,R,a
B,B,R,O,W,R,Y,O,G,a
B,P,O,R,W,B,O,G,Y,a
G,B,R,O,W,B,G,O,R,a
B,B,G,Y,W,O,P,R,Y,a
B,B,Y,O,W,O,P,R,Y,a
B,R,R,Y,W,G,Y,G,P,a
G,B,O,B,W,R,R,O,Y,a
B,G,Y,R,W,R,B,P,O,a
B,G,P,Y,W,Y,O,R,B,a
G,G,P,R,W,O,Y,B,R,a
G,P,R,Y,W,P,Y,B,R,a
G,G,R,O,W,B,P,R,Y,a
O,B,R,B,W,G,Y,O,P,a
O,G,Y,P,W,Y,P,B,R,a
B,R,P,Y,W,O,R,G,G,a
G,B,R,O,W,R,Y,Y,P,a
B,G,R,O,W,Y,P,B,O,a
B,B,G,R,W,G,R,Y,O,a
G,B,R,Y,W,O,R,B,P,a
B,G,O,R,W,P,Y,B,O,a
B,P,G,P,W,R,R,Y,Y,a
G,P,R,P,W,Y,R,Y,G,a
B,O,B,P,W,Y,P,Y,O,a
G,B,R,Y,W,P,R,G,O,a
G,B,R,P,W,P,Y,Y,R,a
B,P,R,R,W,Y,G,Y,G,a
B,O,Y,R,W,Y,O,P,B,a
B,G,O,P,W,R,Y,R,B,a
B,O,P,R,W,G,Y,Y,P,a
B,O,B,P,W,R,P,Y,Y,a
G,O,Y,Y,W,P,R,B,P,a
O,G,P,G,W,B,R,R,Y,a
B,O,G,R,W,P,Y,Y,R,a
B,G,R,R,W,O,O,B,G,a
P,G,Y,R,W,B,R,P,Y,a
B,G,R,Y,W,B,R,O,G,a
B,B,G,R,W,R,Y,O,O,a
G,B,G,P,W,R,R,O,Y,a
B,G,O,Y,W,R,G,P,R,a
B,P,P,R,W,Y,O,B,Y,a
B,P,R,R,W,G,G,Y,Y,a
B,B,O,R,W,O,P,Y,Y,a
G,B,R,G,W,Y,Y,P,R,a
B,G,G,R,W,Y,P,O,R,a
O,B,P,B,W,P,R,Y,Y,a
G,P,G,R,W,Y,Y,P,R,a
B,P,Y,Y,W,O,P,B,O,a
P,B,R,Y,W,O,Y,G,P,a
G,G,O,P,W,B,R,Y,R,a
B,B,G,G,W,R,R,O,Y,a
G,P,R,Y,W,Y,G,P,R,a
P,B,R,G,W,Y,Y,O,P,a
G,B,P,Y,W,G,R,R,Y,a
B,B,G,O,W,G,R,R,Y,a
B,P,O,R,W,G,R,Y,Y,a
B,B,R,P,W,Y,Y,P,O,a
G,B,Y,O,W,B,R,R,G,a
B,O,O,R,W,Y,B,P,Y,a
O,B,Y,G,W,R,P,R,Y,a
B,G,R,R,W,Y,G,P,O,a
G,P,P,R,W,G,Y,Y,R,a
B,B,O,P,W,O,R,Y,Y,a
B,R,R,Y,W,Y,P,G,G,a
P,B,P,G,W,R,R,Y,Y,a
G,P,Y,Y,W,P,R,B,R,a
G,B,Y,P,W,Y,R,R,P,a
G,B,R,B,W,R,Y,O,O,a
G,B,Y,R,W,O,R,P,G,a
O,B,P,O,W,G,Y,B,R,a
B,B,Y,G,W,Y,O,R,P,a
G,P,Y,Y,W,O,R,B,P,a
G,B,O,B,W,G,Y,R,R,a
B,B,P,R,W,O,O,G,Y,a
G,B,Y,R,W,G,Y,P,R,a
B,G,R,O,W,R,G,Y,P,a
G,B,R,P,W,O,G,R,Y,a
B,R,Y,Y,W,O,G,P,P,a
B,Y,G,Y,W,O,R,P,P,a
B,G,O,O,W,R,R,B,Y,a
B,B,P,O,W,P,Y,Y,O,a
G,B,P,G,W,R,Y,Y,R,a
B,B,Y,R,W,Y,O,P,O,a
B,Y,G,Y,W,P,O,P,R,a
B,G,G,Y,W,R,Y,R,P,a
B,B,R,Y,W,P,O,G,O,a
P,G,Y,R,W,B,Y,P,R,a
B,B,G,Y,W,R,O,O,R,a
B,R,R,Y,W,P,Y,P,G,a
B,O,G,Y,W,R,P,P,Y,a
B,R,R,Y,W,G,G,Y,P,a
G,O,R,R,W,B,Y,G,P,a
B,O,P,Y,W,Y,G,P,R,a
B,O,O,P,W,Y,Y,B,R,a
B,B,R,O,W,G,R,Y,G,a
B,P,P,Y,W,Y,G,O,R,a
B,G,R,Y,W,O,G,R,B,a
B,G,O,Y,W,P,B,R,O,a
B,G,P,Y,W,R,O,R,B,a
G,B,Y,P,W,B,Y,O,R,a
B,G,P,R,W,B,R,O,Y,a
B,G,B,R,W,R,O,G,O,a
B,B,Y,R,W,O,G,P,O,a
P,B,Y,O,W,R,P,G,Y,a
B,B,P,P,W,Y,O,Y,R,a
B,G,O,P,W,Y,R,Y,P,a
B,B,O,Y,W,O,R,R,G,a
B,B,Y,O,W,P,Y,R,O,a
B,B,O,G,W,Y,R,O,R,a
B,R,P,Y,W,G,R,G,Y,a
B,B,R,Y,W,G,Y,O,P,a
O,G,Y,R,W,Y,P,B,R,a
B,G,O,O,W,B,R,R,Y,a
G,B,G,O,W,P,R,Y,R,a
O,B,Y,G,W,G,R,R,P,a
G,P,Y,Y,W,R,R,B,O,a
B,P,R,P,W,Y,Y,R,G,a
O,P,P,Y,W,B,Y,B,R,a
B,O,P,R,W,B,O,G,Y,a
B,G,O,R,W,O,P,Y,B,a
B,G,O,R,W,Y,Y,P,R,a
G,B,Y,R,W,P,R,O,G,a
O,B,Y,G,W,B,R,O,P,a
O,B,Y,Y,W,R,R,G,P,a
B,O,Y,P,W,Y,P,R,G,a
G,R,P,Y,W,B,Y,O,R,a
B,B,Y,Y,W,P,P,O,O,a
O,B,P,O,W,B,R,Y,Y,a
B,G,P,R,W,R,O,Y,B,a
B,G,P,P,W,R,R,Y,Y,a
B,B,Y,R,W,O,P,G,R,a
B,B,P,G,W,Y,Y,O,R,a
B,P,G,Y,W,O,R,R,Y,a
B,G,Y,O,W,Y,P,R,P,a
G,B,Y,Y,W,R,G,P,R,a
B,B,P,O,W,R,Y,O,G,a
B,B,G,G,W,R,R,O,O,a
O,G,P,Y,W,B,R,P,Y,a
B,B,G,O,W,G,R,R,O,a
G,G,P,Y,W,R,Y,P,R,a
B,G,P,R,W,O,B,R,Y,a
B,P,P,Y,W,R,R,Y,G,a
G,B,R,Y,W,P,O,Y,R,a
B,G,G,R,W,O,R,B,Y,a
B,R,P,Y,W,P,Y,G,R,a
B,O,P,Y,W,B,Y,R,G,a
O,B,Y,O,W,R,Y,B,P,a
O,B,P,Y,W,P,Y,B,R,a
G,B,R,O,W,B,Y,P,R,a
G,G,R,O,W,B,R,Y,P,a
B,O,Y,Y,W,P,R,R,G,a
B,G,P,Y,W,R,Y,O,P,a
B,B,O,R,W,P,Y,O,Y,a
B,R,P,Y,W,O,G,G,R,a
B,P,G,Y,W,P,Y,R,R,a
G,P,P,R,W,B,Y,O,Y,a
B,B,Y,O,W,Y,O,P,P,a
B,G,G,R,W,Y,O,P,R,a
G,B,R,G,W,B,Y,O,R,a
B,G,Y,R,W,Y,R,P,O,a
G,B,Y,P,W,Y,R,G,R,a
B,P,P,R,W,R,Y,G,Y,a
O,B,Y,P,W,O,Y,B,P,a
B,P,G,R,W,Y,O,B,R,a
G,B,O,P,W,B,Y,O,R,a
O,B,R,G,W,O,Y,B,P,a
B,B,R,O,W,Y,R,G,G,a
B,R,O,Y,W,B,R,G,G,a
P,G,P,G,W,Y,R,R,Y,a
G,O,Y,Y,W,P,P,B,R,a
G,B,O,G,W,Y,R,P,R,a
G,B,Y,R,W,O,R,B,O,a
B,O,P,Y,W,R,P,G,Y,a
B,O,Y,Y,W,P,G,R,P,a
B,O,P,O,W,Y,Y,B,P,a
B,R,O,Y,W,G,Y,B,P,a
B,P,P,R,W,O,Y,Y,G,a
G,B,R,Y,W,R,Y,G,P,a
B,G,O,O,W,B,R,Y,P,a
B,B,R,O,W,R,G,O,Y,a
G,B,Y,R,W,O,Y,P,P,a
B,B,Y,P,W,R,R,O,G,a
G,B,Y,P,W,R,G,O,R,a
B,B,R,G,W,R,Y,O,P,a
B,B,G,P,W,R,R,O,Y,a
B,B,G,R,W,O,R,Y,P,a
B,B,P,Y,W,O,Y,R,G,a
B,O,O,R,W,B,P,G,Y,a
B,P,O,R,W,Y,B,P,Y,a
P,P,Y,Y,W,G,R,B,R,a
B,R,R,Y,W,B,G,O,G,a
B,B,Y,O,W,Y,R,P,P,a
B,B,G,R,W,P,O,Y,R,a
B,G,O,Y,W,P,R,R,G,a
B,O,P,R,W,G,R,Y,Y,a
P,B,Y,Y,W,O,R,G,P,a
B,B,O,O,W,R,G,R,Y,a
B,B,G,O,W,O,P,Y,R,a
G,B,O,G,W,P,R,R,Y,a
B,B,Y,P,W,Y,R,O,O,a
G,B,Y,P,W,R,O,G,R,a
B,P,G,P,W,Y,O,Y,R,a
B,P,G,Y,W,O,R,Y,P,a
B,R,O,R,W,G,Y,G,P,a
G,P,O,R,W,B,R,G,Y,a
B,P,P,Y,W,R,Y,O,G,a
B,G,O,R,W,G,P,R,Y,a
B,O,G,O,W,B,Y,R,P,a
B,P,O,Y,W,P,Y,B,R,a
O,G,P,R,W,B,Y,R,Y,a
G,G,P,O,W,R,R,B,Y,a
B,O,R,P,W,Y,O,Y,B,a
B,R,P,Y,W,O,Y,G,P,a
G,O,R,Y,W,B,R,Y,P,a
O,G,P,G,W,R,R,B,Y,a
B,B,O,G,W,R,R,O,G,a
B,P,Y,R,W,B,O,G,O,a
B,B,Y,R,W,Y,P,P,O,a
B,G,O,P,W,R,G,R,Y,a
B,P,G,Y,W,Y,G,R,R,a
B,O,R,Y,W,B,R,O,G,a
G,B,R,Y,W,R,P,G,Y,a
O,B,Y,P,W,Y,R,B,P,a
B,B,P,Y,W,O,R,O,G,a
B,G,P,Y,W,R,R,O,G,a
P,P,Y,R,W,B,R,G,Y,a
B,B,O,Y,W,P,Y,R,G,a
B,G,P,R,W,R,O,G,Y,a
P,G,Y,P,W,R,Y,B,R,a
B,O,R,Y,W,R,G,P,G,a
G,P,Y,R,W,P,R,Y,G,a
B,B,P,Y,W,O,G,R,R,a
G,B,Y,O,W,R,P,R,Y,a
B,P,R,Y,W,Y,P,B,O,a
G,G,P,O,W,B,R,R,Y,a
B,P,Y,Y,W,G,O,R,P,a
B,O,O,P,W,R,B,Y,Y,a
B,P,P,R,W,Y,R,Y,G,a
B,B,G,R,W,O,Y,O,P,a
B,G,G,R,W,R,Y,O,P,a
G,B,Y,R,W,Y,R,P,P,a
G,B,P,O,W,R,Y,B,Y,a
O,B,R,G,W,Y,P,R,Y,a
B,G,G,R,W,O,R,B,O,a
G,P,R,P,W,Y,Y,B,O,a
G,G,R,Y,W,R,Y,B,P,a
B,G,O,R,W,Y,P,O,B,a
B,O,G,R,W,B,R,Y,P,a
B,B,R,P,W,O,O,Y,G,a
B,O,O,P,W,Y,G,R,B,a
B,R,P,R,W,G,Y,P,Y,a
B,P,O,R,W,Y,O,B,Y,a
O,B,Y,G,W,R,Y,B,P,a
B,G,P,Y,W,R,O,P,Y,a
B,O,R,Y,W,G,O,B,P,a
O,P,Y,Y,W,B,P,B,R,a
B,O,R,R,W,B,O,Y,G,a
O,B,P,G,W,R,R,G,Y,a
P,B,R,R,W,G,Y,G,Y,a
G,P,O,P,W,B,R,Y,Y,a
B,R,R,Y,W,O,Y,G,P,a
B,O,P,R,W,P,Y,Y,G,a
B,B,O,P,W,R,P,Y,Y,a
B,R,P,Y,W,G,G,R,Y,a
B,G,Y,R,W,B,P,Y,O,a
P,B,R,G,W,B,Y,O,R,a
B,B,R,O,W,O,R,Y,G,a
B,O,Y,R,W,B,P,G,O,a
B,G,G,O,W,R,R,Y,P,a
B,R,P,Y,W,G,Y,R,P,a
G,G,P,O,W,R,Y,B,R,a
B,B,P,O,W,R,P,Y,Y,a
G,B,R,Y,W,P,O,P,Y,a
B,B,R,Y,W,P,G,R,O,a
B,O,Y,R,W,B,O,R,G,a
B,P,G,R,W,Y,B,R,O,a
B,G,Y,P,W,R,O,B,O,a
G,B,Y,O,W,Y,R,P,P,a
B,G,P,R,W,G,R,Y,Y,a
B,G,Y,R,W,B,O,G,R,a
G,B,O,P,W,G,R,Y,R,a
O,G,P,P,W,Y,Y,B,R,a
B,G,O,P,W,B,O,Y,R,a
G,B,G,P,W,R,R,Y,Y,a
B,B,P,R,W,O,Y,G,R,a
B,B,P,R,W,O,R,G,Y,a
B,R,G,Y,W,P,Y,R,P,a
G,G,R,P,W,B,Y,R,O,a
B,G,P,Y,W,B,Y,O,R,a
B,O,G,Y,W,P,Y,R,R,a
B,G,R,Y,W,O,B,R,O,a
O,B,R,G,W,R,Y,G,P,a
O,G,R,P,W,Y,P,B,Y,a
G,G,Y,O,W,R,P,B,R,a
B,G,O,O,W,R,Y,B,P,a
B,B,O,Y,W,O,P,R,Y,a
G,O,P,R,W,B,R,G,Y,a
B,B,Y,O,W,R,G,P,R,a
B,G,P,R,W,R,Y,O,Y,a
P,B,R,Y,W,O,P,G,Y,a
B,G,Y,Y,W,O,R,R,P,a
G,R,R,Y,W,B,Y,O,P,a
G,B,R,Y,W,P,R,Y,P,a
B,O,G,P,W,Y,P,R,Y,a
