c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
B,G,Y,Y,W,P,O,R,R,a
G,B,Y,P,W,O,O,B,R,a
B,O,O,P,W,R,Y,Y,B,a
B,G,O,R,W,B,R,O,Y,a
O,G,Y,Y,W,B,P,P,R,a
B,B,Y,O,W,P,P,Y,O,a
B,G,R,Y,W,R,Y,P,P,a
B,P,B,Y,W,Y,G,R,O,a
G,G,R,P,W,Y,O,B,R,a
O,G,P,R,W,B,Y,G,R,a
G,B,P,O,W,R,R,Y,Y,a
B,G,O,R,W,R,Y,B,G,a
G,R,Y,Y,W,B,R,P,P,a
B,G,B,R,W,Y,P,Y,O,a
B,B,P,O,W,R,G,O,Y,a
B,G,R,Y,W,Y,R,P,O,a
B,R,O,Y,W,B,G,P,R,a
G,B,R,P,W,O,Y,B,Y,a
B,G,O,O,W,B,Y,R,P,a
B,O,R,Y,W,P,O,Y,B,a
B,O,R,P,W,B,G,Y,Y,a
B,G,P,R,W,O,Y,R,G,a
P,G,Y,P,W,B,R,Y,R,a
B,O,O,Y,W,R,P,B,Y,a
G,B,Y,R,W,P,Y,O,P,a
B,R,G,R,W,G,Y,O,P,a
B,G,O,P,W,R,R,Y,G,a
B,G,Y,P,W,B,R,R,O,a
G,B,O,R,W,O,R,B,Y,a
B,G,O,Y,W,R,R,G,P,a
B,B,Y,O,W,Y,P,G,R,a
B,R,Y,Y,W,O,P,G,P,a
B,P,Y,R,W,G,Y,R,O,a
B,G,P,Y,W,O,B,R,O,a
G,P,Y,R,W,B,R,G,O,a
B,B,R,O,W,R,Y,P,G,a
B,O,R,Y,W,B,O,Y,P,a
B,O,O,P,W,R,Y,B,G,a
G,G,R,R,W,B,O,B,Y,a
P,B,R,O,W,Y,P,G,Y,a
B,G,P,G,W,R,Y,Y,R,a
B,O,Y,R,W,Y,R,P,G,a
B,R,P,R,W,O,Y,G,G,a
B,P,O,R,W,R,Y,G,Y,a
B,B,Y,P,W,O,O,Y,P,a
B,R,O,Y,W,O,P,B,Y,a
G,B,Y,B,W,O,Y,R,P,a
B,B,R,Y,W,P,Y,O,G,a
B,B,R,Y,W,O,R,O,G,a
B,B,R,O,W,Y,P,G,Y,a
B,O,G,R,W,G,O,B,R,a
B,P,P,R,W,O,G,Y,Y,a
G,P,R,Y,W,Y,R,B,O,a
B,R,G,Y,W,R,Y,G,P,a
G,B,P,Y,W,R,R,P,Y,a
B,B,Y,R,W,O,P,G,O,a
B,O,G,Y,W,O,P,B,R,a
G,G,P,P,W,Y,Y,R,R,a
B,B,P,Y,W,O,G,R,Y,a
G,G,Y,R,W,Y,P,B,R,a
B,B,R,Y,W,G,R,O,O,a
B,G,B,R,W,Y,G,R,O,a
B,B,Y,P,W,R,P,O,Y,a
B,P,R,Y,W,G,Y,R,G,a
B,P,B,R,W,Y,Y,P,O,a
B,B,O,G,W,R,O,R,Y,a
G,G,O,P,W,R,R,B,Y,a
B,B,P,Y,W,P,O,R,Y,a
B,G,R,Y,W,R,O,O,B,a
B,B,R,Y,W,O,G,O,P,a
B,G,R,O,W,B,G,R,O,a
B,O,Y,R,W,R,Y,G,P,a
G,B,Y,P,W,G,R,Y,R,a
B,G,P,R,W,G,R,Y,O,a
G,B,Y,G,W,R,O,B,R,a
B,P,Y,Y,W,B,O,P,R,a
B,G,Y,O,W,Y,R,B,P,a
B,O,P,Y,W,B,R,O,G,a
B,O,P,Y,W,B,O,Y,R,a
P,B,R,Y,W,G,Y,O,P,a
P,B,R,O,W,B,P,Y,Y,a
B,B,O,O,W,G,Y,R,P,a
B,P,G,P,W,Y,Y,R,R,a
B,P,G,P,W,Y,R,R,Y,a
B,G,O,Y,W,P,P,Y,R,a
B,O,G,P,W,B,R,R,Y,a
O,B,Y,R,W,P,Y,G,P,a
B,B,G,R,W,O,P,O,Y,a
B,B,Y,R,W,G,O,O,R,a
B,O,G,Y,W,P,G,R,R,a
G,B,R,G,W,O,P,R,Y,a
G,B,Y,P,W,O,R,R,G,a
G,B,Y,R,W,P,O,G,R,a
G,P,O,R,W,B,Y,G,R,a
B,G,O,R,W,O,B,Y,R,a
B,B,R,Y,W,O,O,P,G,a
B,P,G,Y,W,Y,O,P,R,a
B,G,B,R,W,R,O,Y,P,a
B,B,Y,Y,W,P,O,G,R,a
B,B,O,P,W,Y,R,R,G,a
B,R,P,Y,W,R,Y,P,G,a
O,P,P,R,W,G,Y,B,Y,a
B,G,R,R,W,B,G,O,O,a
B,G,O,Y,W,O,P,B,R,a
G,B,R,G,W,R,Y,O,P,a
B,R,R,Y,W,O,O,B,G,a
G,B,O,G,W,B,R,R,Y,a
B,O,Y,P,W,R,O,B,G,a
G,P,Y,Y,W,B,G,R,R,a
B,P,O,R,W,P,G,Y,Y,a
O,B,Y,Y,W,G,P,P,R,a
O,G,P,Y,W,P,Y,B,R,a
O,B,P,R,W,G,Y,G,R,a
B,B,R,Y,W,Y,O,O,P,a
B,G,O,R,W,B,P,O,Y,a
B,O,O,Y,W,R,Y,P,B,a
B,B,R,R,W,Y,O,G,O,a
B,B,G,O,W,R,O,R,Y,a
G,P,O,Y,W,B,R,B,R,a
B,O,R,R,W,G,B,Y,G,a
O,B,P,G,W,P,Y,Y,R,a
B,R,P,Y,W,G,B,Y,O,a
B,B,R,O,W,O,Y,R,G,a
B,G,G,O,W,R,Y,R,P,a
G,B,R,P,W,O,Y,B,O,a
B,G,P,Y,W,O,R,R,G,a
G,B,G,B,W,O,R,R,Y,a
O,O,Y,P,W,B,P,B,Y,a
O,B,Y,P,W,O,P,B,Y,a
O,B,R,G,W,O,P,B,Y,a
B,P,G,R,W,Y,Y,P,O,a
B,B,Y,P,W,G,R,R,O,a
G,B,R,Y,W,O,P,G,R,a
O,B,R,G,W,P,P,Y,Y,a
B,B,R,R,W,P,O,G,Y,a
B,O,Y,R,W,G,P,R,G,a
B,O,R,Y,W,B,Y,O,P,a
B,O,G,R,W,B,G,O,R,a
B,B,Y,P,W,G,O,Y,R,a
G,P,R,P,W,R,Y,Y,G,a
B,G,P,O,W,R,G,R,Y,a
B,B,R,G,W,R,G,O,Y,a
G,B,Y,O,W,R,Y,B,P,a
B,B,G,R,W,P,R,Y,O,a
B,R,O,Y,W,G,Y,P,P,a
B,B,Y,R,W,O,G,G,R,a
B,O,Y,P,W,Y,O,R,B,a
G,B,Y,R,W,O,P,P,Y,a
B,P,Y,Y,W,R,G,O,R,a
G,P,O,P,W,B,Y,Y,R,a
B,O,P,R,W,P,G,Y,Y,a
B,O,P,R,W,Y,P,B,Y,a
B,B,Y,G,W,Y,O,P,R,a
B,O,Y,R,W,Y,P,P,G,a
B,B,R,O,W,Y,P,G,O,a
B,B,Y,R,W,G,R,O,G,a
B,G,P,R,W,B,R,Y,O,a
G,B,R,Y,W,P,G,R,Y,a
B,B,G,O,W,G,O,R,R,a
G,B,R,Y,W,P,Y,R,O,a
P,G,P,R,W,Y,Y,G,R,a
B,B,O,Y,W,P,R,O,G,a
B,G,P,R,W,O,R,Y,G,a
G,B,R,P,W,B,O,Y,R,a
G,G,R,Y,W,O,P,B,R,a
B,G,P,Y,W,R,O,O,B,a
B,O,O,P,W,B,Y,R,G,a
B,G,R,P,W,Y,R,Y,G,a
B,B,O,G,W,R,G,O,R,a
G,R,Y,Y,W,B,P,P,R,a
G,B,Y,R,W,P,R,Y,O,a
O,R,P,Y,W,G,Y,B,R,a
B,O,R,P,W,B,O,Y,Y,a
G,B,R,P,W,R,Y,Y,P,a
B,O,O,Y,W,P,B,R,G,a
B,P,R,Y,W,G,O,Y,P,a
G,G,Y,R,W,B,O,B,R,a
B,B,R,O,W,P,Y,R,G,a
B,O,O,R,W,B,R,Y,G,a
G,B,O,R,W,P,Y,Y,R,a
B,B,G,O,W,Y,R,R,O,a
B,R,O,Y,W,P,Y,B,P,a
B,B,O,Y,W,O,G,R,R,a
B,B,Y,G,W,O,R,Y,P,a
G,O,P,Y,W,B,R,R,Y,a
B,B,O,P,W,G,Y,R,R,a
O,R,R,Y,W,G,P,B,Y,a
B,B,Y,G,W,P,O,Y,R,a
B,B,Y,O,W,R,O,P,G,a
O,B,Y,O,W,B,P,P,Y,a
G,G,P,R,W,B,R,O,Y,a
B,B,O,P,W,R,Y,O,Y,a
B,O,Y,P,W,B,O,Y,P,a
G,B,R,O,W,G,R,B,Y,a
B,G,Y,R,W,P,O,Y,R,a
G,B,Y,P,W,O,P,R,Y,a
B,O,Y,P,W,B,P,Y,R,a
O,B,Y,B,W,O,Y,P,P,a
P,G,Y,R,W,P,R,B,Y,a
B,B,O,R,W,O,Y,G,R,a
G,B,R,P,W,Y,R,B,O,a
B,G,O,Y,W,P,B,Y,R,a
B,P,R,Y,W,R,Y,G,O,a
O,O,Y,Y,W,B,R,B,P,a
G,B,Y,R,W,Y,P,G,R,a
G,B,R,R,W,P,Y,G,O,a
B,R,G,R,W,B,O,G,Y,a
B,G,O,R,W,B,Y,O,R,a
G,P,R,Y,W,B,R,B,O,a
B,B,G,Y,W,O,R,P,Y,a
B,B,Y,R,W,G,G,R,O,a
O,P,R,Y,W,G,Y,B,P,a
B,O,B,R,W,Y,R,G,G,a
G,B,R,Y,W,P,P,O,Y,a
G,G,R,Y,W,R,Y,P,P,a
P,B,R,Y,W,P,R,G,Y,a
B,B,P,P,W,O,R,Y,Y,a
B,R,P,Y,W,P,O,G,Y,a
G,B,R,P,W,G,O,R,Y,a
G,B,R,G,W,P,O,R,Y,a
B,G,R,O,W,B,P,Y,O,a
G,P,G,P,W,Y,R,R,Y,a
B,G,O,R,W,Y,B,O,R,a
B,B,O,O,W,Y,G,R,R,a
B,B,R,P,W,O,G,R,Y,a
B,G,R,Y,W,P,G,R,Y,a
O,B,Y,G,W,R,Y,P,P,a
B,B,P,O,W,G,R,Y,Y,a
B,O,Y,Y,W,B,O,R,P,a
B,P,Y,R,W,Y,R,P,G,a
B,P,R,Y,W,Y,G,P,O,a
B,G,Y,Y,W,O,P,B,R,a
B,O,O,P,W,R,G,B,Y,a
P,B,R,P,W,R,Y,G,Y,a
B,G,O,R,W,O,R,B,G,a
B,P,R,Y,W,R,O,G,G,a
G,B,R,Y,W,O,G,P,R,a
B,B,R,G,W,R,G,O,O,a
B,G,R,Y,W,B,O,P,O,a
B,Y,G,Y,W,R,R,P,P,a
B,G,O,R,W,B,O,P,Y,a
B,B,R,Y,W,P,G,O,Y,a
B,R,P,Y,W,P,R,G,Y,a
B,P,Y,R,W,R,Y,G,O,a
B,G,O,R,W,G,R,B,O,a
B,B,O,P,W,Y,G,R,R,a
G,G,P,Y,W,P,Y,R,R,a
O,B,R,O,W,B,Y,Y,P,a
G,P,Y,R,W,B,O,Y,R,a
B,G,Y,R,W,P,R,Y,G,a
B,P,R,Y,W,G,G,R,Y,a
B,G,G,R,W,O,O,B,R,a
B,G,R,O,W,R,Y,Y,P,a
G,R,R,Y,W,B,Y,P,P,a
B,B,G,Y,W,P,O,R,R,a
B,P,G,R,W,R,O,Y,B,a
G,O,Y,R,W,B,Y,P,P,a
O,P,Y,Y,W,G,R,B,P,a
B,B,G,Y,W,P,Y,R,O,a
B,P,G,R,W,Y,P,Y,R,a
G,R,P,Y,W,P,Y,B,R,a
B,G,O,R,W,B,R,P,Y,a
G,B,R,O,W,R,Y,G,P,a
B,R,G,Y,W,O,R,P,G,a
B,P,P,Y,W,R,O,Y,B,a
O,B,P,G,W,O,Y,B,R,a
B,B,G,O,W,P,R,Y,Y,a
B,P,O,Y,W,B,Y,R,G,a
B,G,P,P,W,Y,O,R,Y,a
B,B,P,R,W,G,O,Y,Y,a
B,B,R,O,W,O,G,Y,P,a
B,O,P,Y,W,B,P,O,Y,a
B,P,O,Y,W,G,O,B,R,a
B,G,G,R,W,Y,B,R,O,a
G,B,P,Y,W,P,R,R,Y,a
B,O,P,P,W,B,O,Y,Y,a
B,B,P,O,W,R,G,Y,Y,a
G,B,R,O,W,G,R,B,O,a
B,B,P,O,W,R,Y,Y,O,a
O,B,R,P,W,Y,Y,G,P,a
B,R,P,Y,W,R,G,P,Y,a
B,B,Y,P,W,R,Y,O,O,a
B,O,P,Y,W,G,Y,R,P,a
B,O,P,Y,W,P,O,Y,B,a
B,G,O,R,W,R,Y,P,G,a
B,O,Y,Y,W,R,P,P,B,a
P,G,Y,R,W,B,R,G,Y,a
B,G,R,Y,W,O,G,R,P,a
B,P,O,Y,W,R,G,B,R,a
B,G,R,Y,W,G,P,R,O,a
B,B,O,R,W,O,P,G,Y,a
B,G,G,Y,W,R,R,B,O,a
B,B,O,P,W,R,O,G,Y,a
G,G,O,Y,W,B,R,P,R,a
G,B,P,O,W,O,Y,B,R,a
B,G,G,O,W,Y,R,R,B,a
B,B,G,Y,W,O,R,P,O,a
B,G,P,O,W,R,Y,Y,P,a
B,G,G,O,W,R,P,Y,R,a
G,B,R,O,W,P,G,Y,R,a
B,P,O,Y,W,G,B,Y,R,a
P,G,P,G,W,R,Y,R,Y,a
B,P,G,R,W,O,Y,B,R,a
G,B,R,P,W,R,O,Y,Y,a
B,B,R,O,W,O,G,R,Y,a
G,G,R,R,W,B,O,P,Y,a
O,B,Y,G,W,P,P,Y,R,a
G,B,G,B,W,O,Y,R,R,a
B,P,R,R,W,P,G,Y,Y,a
B,P,G,R,W,Y,G,O,R,a
G,O,R,O,W,B,Y,B,P,a
B,G,R,Y,W,P,G,R,O,a
G,B,Y,R,W,G,P,Y,R,a
G,O,P,Y,W,G,R,B,R,a
B,B,P,O,W,G,R,Y,O,a
B,B,O,G,W,R,Y,P,R,a
B,O,Y,P,W,R,R,B,G,a
B,B,O,O,W,P,Y,R,G,a
B,O,G,P,W,R,G,Y,R,a
G,G,Y,R,W,Y,P,P,R,a
B,B,R,Y,W,P,G,O,O,a
B,B,Y,Y,W,O,P,R,G,a
B,R,R,Y,W,P,P,Y,G,a
G,B,O,G,W,B,R,O,R,a
B,O,R,Y,W,G,G,B,R,a
P,B,Y,P,W,G,R,Y,R,a
B,G,B,G,W,R,R,Y,O,a
B,R,O,R,W,B,Y,O,G,a
B,B,Y,G,W,Y,R,O,P,a
B,B,G,R,W,O,P,Y,Y,a
B,G,Y,R,W,O,O,R,B,a
G,B,Y,G,W,R,O,P,R,a
B,G,B,O,W,R,O,R,G,a
B,P,R,Y,W,G,G,R,O,a
G,P,Y,Y,W,B,P,O,R,a
P,G,Y,R,W,B,Y,G,R,a
B,B,O,Y,W,P,P,O,Y,a
B,G,P,R,W,O,P,Y,Y,a
B,R,P,Y,W,G,Y,P,R,a
P,B,P,G,W,O,R,Y,Y,a
B,B,G,R,W,R,Y,G,O,a
B,P,G,Y,W,G,O,R,R,a
G,G,R,Y,W,B,R,P,O,a
B,G,R,Y,W,P,O,R,Y,a
B,B,P,Y,W,P,R,Y,O,a
G,B,R,B,W,P,R,Y,O,a
B,P,G,R,W,R,O,G,Y,a
G,P,Y,Y,W,R,P,B,R,a
B,O,Y,P,W,B,G,R,O,a
G,B,R,P,W,Y,R,Y,O,a
B,P,P,R,W,Y,O,Y,B,a
B,B,O,G,W,O,G,R,R,a
G,G,P,P,W,Y,R,Y,R,a
B,B,G,O,W,P,R,Y,O,a
O,P,P,Y,W,B,R,G,Y,a
B,G,O,R,W,B,R,Y,O,a
O,B,Y,G,W,R,P,P,Y,a
B,O,Y,P,W,B,Y,R,P,a
B,P,P,Y,W,R,O,G,Y,a
B,O,B,P,W,Y,O,R,Y,a
B,P,Y,Y,W,B,P,O,O,a
G,O,R,Y,W,B,P,P,Y,a
O,B,P,R,W,B,Y,G,Y,a
B,O,P,Y,W,P,Y,R,B,a
B,R,G,Y,W,P,Y,P,R,a
G,B,P,Y,W,O,R,R,Y,a
G,G,Y,P,W,Y,R,R,P,a
B,B,Y,P,W,O,R,Y,G,a
B,O,Y,P,W,Y,P,R,B,a
B,G,G,R,W,O,B,R,O,a
B,B,G,G,W,R,O,R,Y,a
B,B,P,O,W,G,Y,R,O,a
G,B,Y,Y,W,P,O,R,R,a
B,O,P,O,W,B,Y,Y,P,a
B,O,R,Y,W,B,Y,P,P,a
B,P,G,Y,W,R,G,Y,R,a
B,G,P,R,W,P,O,Y,Y,a
B,R,O,R,W,G,Y,B,G,a
O,B,P,O,W,B,R,G,Y,a
G,B,P,O,W,Y,R,Y,R,a
O,G,Y,Y,W,P,P,B,R,a
G,P,O,Y,W,B,R,Y,R,a
G,G,Y,Y,W,B,R,P,R,a
B,G,B,P,W,Y,R,Y,O,a
P,B,Y,O,W,G,P,Y,R,a
O,B,P,B,W,G,Y,O,R,a
B,P,R,Y,W,G,O,R,Y,a
G,B,Y,P,W,O,R,B,R,a
G,B,R,O,W,Y,Y,R,P,a
G,B,R,G,W,O,Y,R,P,a
B,Y,G,Y,W,P,R,P,O,a
B,R,P,Y,W,P,G,R,Y,a
B,G,B,O,W,R,O,Y,P,a
B,R,O,Y,W,P,G,B,R,a
B,G,P,R,W,O,G,R,Y,a
O,B,R,P,W,G,Y,Y,P,a
B,G,R,R,W,O,P,Y,Y,a
G,B,Y,O,W,R,Y,P,P,a
G,B,P,G,W,O,R,R,Y,a
B,O,O,Y,W,R,B,P,Y,a
B,G,O,P,W,R,G,Y,R,a
O,B,P,G,W,R,Y,R,Y,a
B,P,R,Y,W,B,O,P,Y,a
B,G,G,R,W,Y,B,O,R,a
B,B,G,Y,W,R,P,O,Y,a
B,G,P,R,W,P,R,Y,Y,a
B,R,G,Y,W,O,P,G,R,a
G,O,Y,P,W,B,R,Y,P,a
B,G,O,R,W,P,G,Y,R,a
G,B,O,B,W,O,Y,P,R,a
B,G,P,Y,W,R,O,Y,B,a
B,G,O,Y,W,P,R,B,O,a
B,B,P,O,W,O,Y,R,G,a
B,B,O,Y,W,O,R,P,G,a
B,G,O,Y,W,R,R,O,B,a
B,P,O,R,W,Y,Y,G,R,a
G,B,Y,O,W,R,P,Y,R,a
B,O,P,Y,W,B,Y,P,R,a
B,P,G,R,W,Y,R,O,G,a
B,B,Y,P,W,O,Y,R,P,a
O,G,Y,P,W,B,R,Y,P,a
B,B,P,O,W,R,R,G,Y,a
G,B,R,R,W,O,Y,P,G,a
B,B,O,O,W,Y,P,Y,R,a
B,O,G,R,W,B,R,O,Y,a
O,B,P,Y,W,B,Y,O,R,a
B,P,B,R,W,Y,O,O,G,a
B,B,P,Y,W,P,O,O,Y,a
B,B,Y,Y,W,R,O,P,O,a
B,B,O,P,W,G,R,Y,Y,a
G,B,R,P,W,R,P,Y,Y,a
G,B,P,G,W,Y,R,O,R,a
B,B,P,Y,W,G,O,O,R,a
B,B,R,O,W,P,O,Y,Y,a
G,G,Y,R,W,B,O,P,R,a
P,G,R,R,W,Y,Y,G,P,a
B,B,Y,P,W,Y,P,O,R,a
G,G,O,P,W,Y,R,B,R,a
B,O,Y,R,W,Y,B,P,O,a
B,B,Y,R,W,G,P,O,O,a
B,R,R,Y,W,G,Y,P,G,a
B,O,G,Y,W,P,R,Y,P,a
B,B,Y,O,W,Y,R,G,P,a
G,O,P,P,W,B,R,Y,Y,a
B,R,P,Y,W,G,G,Y,R,a
B,B,P,Y,W,O,Y,P,R,a
B,P,R,R,W,G,O,B,Y,a
B,G,O,Y,W,R,O,B,R,a
P,B,R,G,W,R,Y,P,Y,a
B,G,O,Y,W,P,R,Y,R,a
B,G,P,R,W,R,Y,O,B,a
G,B,R,Y,W,B,O,O,R,a
B,R,G,Y,W,B,Y,O,P,a
O,R,Y,Y,W,G,R,B,P,a
G,B,P,R,W,O,Y,B,Y,a
B,P,R,Y,W,Y,G,R,P,a
B,P,O,R,W,G,B,R,Y,a
B,B,R,G,W,Y,G,O,R,a
B,B,G,R,W,Y,P,O,Y,a
O,B,Y,G,W,R,R,G,P,a
B,G,P,Y,W,Y,G,R,R,a
B,B,G,R,W,G,O,R,Y,a
B,O,O,R,W,G,Y,B,P,a
G,B,O,P,W,O,R,B,Y,a
B,B,O,Y,W,R,Y,G,P,a
G,O,R,Y,W,B,R,G,P,a
B,B,Y,Y,W,G,R,O,P,a
B,G,P,R,W,Y,P,R,Y,a
B,P,B,P,W,R,Y,Y,O,a
B,O,Y,R,W,B,Y,O,P,a
B,P,O,R,W,G,Y,R,G,a
B,P,R,Y,W,Y,P,G,O,a
B,B,Y,R,W,Y,P,G,O,a
O,B,Y,Y,W,P,R,G,P,a
B,O,G,R,W,B,Y,R,O,a
B,G,G,Y,W,O,P,R,R,a
B,G,O,R,W,B,O,G,R,a
B,G,O,Y,W,B,O,R,R,a
O,G,P,P,W,B,Y,R,Y,a
O,G,R,Y,W,R,Y,B,P,a
G,B,R,R,W,P,Y,Y,P,a
G,O,Y,Y,W,R,R,B,P,a
B,B,P,R,W,G,R,Y,O,a
G,P,G,P,W,R,Y,Y,R,a
P,B,Y,O,W,G,R,B,R,a
G,P,Y,Y,W,B,R,P,R,a
B,O,R,R,W,B,G,O,G,a
B,B,O,O,W,R,G,P,Y,a
B,P,R,Y,W,P,Y,R,G,a
B,O,Y,Y,W,P,P,R,B,a
B,G,Y,R,W,Y,P,O,R,a
B,B,P,R,W,O,G,O,Y,a
G,B,Y,R,W,Y,R,G,P,a
B,B,R,Y,W,Y,P,O,O,a
B,B,O,P,W,O,Y,Y,R,a
B,G,O,O,W,R,R,Y,B,a
O,B,P,O,W,P,Y,B,Y,a
B,B,P,Y,W,P,Y,R,O,a
B,P,O,R,W,Y,G,G,R,a
G,B,R,G,W,O,Y,B,R,a
G,P,O,Y,W,B,R,P,Y,a
O,P,R,Y,W,B,P,G,Y,a
B,B,Y,R,W,Y,P,O,P,a
G,B,Y,G,W,R,R,B,O,a
B,O,R,R,W,B,O,G,G,a
B,O,P,Y,W,B,R,Y,O,a
B,O,G,R,W,Y,P,B,R,a
B,P,O,P,W,Y,Y,R,G,a
G,O,Y,Y,W,B,R,R,P,a
B,B,O,G,W,Y,R,R,P,a
B,B,Y,O,W,G,R,Y,P,a
B,B,G,R,W,R,O,O,Y,a
B,P,G,R,W,O,Y,B,O,a
B,G,R,P,W,Y,O,B,Y,a
B,B,O,P,W,G,R,Y,O,a
G,B,R,G,W,Y,O,P,R,a
G,O,O,P,W,B,Y,B,R,a
B,B,G,P,W,O,R,R,Y,a
B,G,P,O,W,Y,O,B,R,a
G,G,R,Y,W,P,Y,B,R,a
B,Y,G,Y,W,P,G,R,R,a
B,G,B,R,W,R,G,O,O,a
B,G,G,O,W,R,R,B,Y,a
B,O,R,P,W,Y,B,Y,O,a
B,O,P,R,W,Y,Y,P,G,a
G,P,Y,R,W,B,P,O,Y,a
B,P,R,R,W,B,Y,O,G,a
B,R,Y,Y,W,P,G,R,P,a
B,P,R,P,W,R,Y,Y,G,a
B,P,O,R,W,Y,G,Y,B,a
B,G,R,Y,W,O,Y,B,P,a
G,B,R,Y,W,P,Y,P,R,a
G,P,P,R,W,B,Y,Y,R,a
B,G,P,Y,W,R,R,G,Y,a
O,P,P,Y,W,B,Y,G,R,a
B,O,P,R,W,B,Y,Y,P,a
O,B,R,G,W,Y,P,P,Y,a
B,O,Y,R,W,G,R,B,G,a
B,B,Y,R,W,O,G,Y,P,a
B,B,Y,R,W,G,O,P,O,a
G,B,Y,R,W,R,P,O,Y,a
B,G,Y,R,W,P,P,R,Y,a
B,B,G,Y,W,O,Y,R,P,a
G,B,R,G,W,O,P,Y,R,a
G,B,R,B,W,R,Y,G,O,a
B,R,Y,Y,W,G,P,P,R,a
P,B,R,G,W,Y,P,R,Y,a
B,R,Y,Y,W,O,O,B,P,a
B,G,B,R,W,R,O,O,Y,a
B,G,O,R,W,R,B,Y,G,a
B,B,P,R,W,Y,P,O,Y,a
B,B,R,R,W,O,G,Y,G,a
G,B,R,O,W,P,O,B,Y,a
B,G,O,Y,W,R,P,B,R,a
B,B,O,R,W,O,R,Y,G,a
G,B,Y,Y,W,G,R,P,R,a
B,G,B,R,W,Y,O,R,G,a
G,B,R,G,W,P,Y,Y,R,a
B,G,Y,R,W,P,G,R,O,a
B,B,R,O,W,Y,O,G,P,a
B,O,Y,P,W,R,R,Y,G,a
B,G,G,P,W,Y,R,R,Y,a
B,R,G,Y,W,G,O,P,R,a
G,B,Y,P,W,Y,R,R,O,a
B,G,P,R,W,P,Y,Y,R,a
B,O,Y,Y,W,R,B,P,O,a
B,B,O,Y,W,P,R,Y,O,a
G,P,R,Y,W,Y,P,B,R,a
B,B,O,R,W,G,R,Y,O,a
B,P,Y,Y,W,O,R,R,G,a
G,B,Y,R,W,B,Y,O,P,a
B,O,R,Y,W,B,O,G,P,a
G,B,P,R,W,O,Y,Y,R,a
B,G,Y,R,W,R,O,B,G,a
B,O,G,Y,W,B,R,R,G,a
B,R,O,Y,W,G,B,Y,P,a
B,B,O,P,W,Y,G,O,R,a
B,B,Y,R,W,O,O,P,G,a
B,R,P,R,W,G,Y,G,O,a
B,B,G,O,W,R,P,O,Y,a
B,G,R,R,W,P,G,Y,Y,a
B,B,O,Y,W,O,P,P,Y,a
G,B,R,O,W,P,R,B,Y,a
